interaction_id,account_id,interaction_date,interaction_month,channel,interaction_type,hardship_flag,payment_plan_enrolled,dispute_filed,resolved_flag,duration_minutes,months_on_book,digital_login_last_30d
SVC000000275,ACC0000044,2023-12-16,2023-12,chat,balance_inquiry,0,0,0,1,2,5,16
SVC000000276,ACC0000044,2023-12-05,2023-12,ivr,balance_inquiry,0,0,0,1,6,5,16
SVC000000277,ACC0000044,2024-01-17,2024-01,chat,rate_inquiry,0,0,0,1,3,6,4
SVC000000278,ACC0000044,2024-01-20,2024-01,chat,payment_inquiry,0,0,0,1,1,6,4
SVC000000279,ACC0000044,2024-01-06,2024-01,app,general_inquiry,0,0,0,0,7,6,4
SVC000000280,ACC0000044,2024-05-24,2024-05,phone,dispute_filed,0,0,1,1,35,10,1
SVC000000281,ACC0000044,2024-05-25,2024-05,chat,credit_limit_request,0,0,0,1,7,10,1
SVC000000282,ACC0000044,2024-08-10,2024-08,app,rate_inquiry,0,0,0,1,3,13,8
SVC000000283,ACC0000044,2024-08-23,2024-08,app,dispute_filed,0,0,1,1,7,13,8
SVC000000284,ACC0000044,2024-10-10,2024-10,chat,dispute_filed,0,0,1,1,1,15,17
SVC000000285,ACC0000044,2024-10-14,2024-10,phone,balance_inquiry,0,0,0,1,41,15,17
SVC000000286,ACC0000044,2024-10-10,2024-10,chat,rate_inquiry,0,0,0,1,9,15,17
SVC000000287,ACC0000046,2022-01-20,2022-01,phone,rate_inquiry,0,0,0,1,9,2,5
SVC000000288,ACC0000046,2022-01-26,2022-01,app,dispute_filed,0,0,1,1,7,2,5
SVC000000289,ACC0000046,2022-01-05,2022-01,phone,hardship_request,1,0,0,1,34,2,5
SVC000000290,ACC0000047,2024-04-01,2024-04,app,dispute_filed,0,0,1,1,2,2,10
SVC000000291,ACC0000047,2024-04-04,2024-04,phone,payment_inquiry,0,0,0,0,4,2,10
SVC000000292,ACC0000047,2024-04-01,2024-04,phone,rate_inquiry,0,0,0,1,43,2,10
SVC000000293,ACC0000048,2023-08-10,2023-08,chat,credit_limit_request,0,0,0,0,2,3,12
SVC000000294,ACC0000048,2023-12-25,2023-12,chat,rate_inquiry,0,0,0,1,4,7,12
SVC000000295,ACC0000050,2024-10-27,2024-10,phone,rate_inquiry,0,0,0,1,17,1,10
SVC000000296,ACC0000050,2024-10-10,2024-10,app,balance_inquiry,0,0,0,1,9,1,10
SVC000000297,ACC0000050,2024-10-15,2024-10,app,payment_inquiry,0,0,0,1,5,1,10
SVC000000298,ACC0000051,2022-01-20,2022-01,ivr,balance_inquiry,0,0,0,1,7,2,7
SVC000000299,ACC0000051,2022-01-10,2022-01,phone,credit_limit_request,0,0,0,1,12,2,7
SVC000000300,ACC0000051,2022-01-22,2022-01,app,balance_inquiry,0,0,0,1,4,2,7
SVC000000301,ACC0000051,2022-06-20,2022-06,phone,balance_inquiry,0,0,0,1,40,7,19
SVC000000302,ACC0000051,2022-06-26,2022-06,phone,rate_inquiry,0,0,0,1,36,7,19
SVC000000303,ACC0000051,2022-11-06,2022-11,chat,payment_inquiry,0,0,0,0,2,12,0
SVC000000304,ACC0000051,2023-03-08,2023-03,app,general_inquiry,0,0,0,1,5,16,19
SVC000000305,ACC0000051,2023-03-20,2023-03,app,dispute_filed,0,0,1,1,4,16,19
SVC000000306,ACC0000051,2023-05-26,2023-05,app,credit_limit_request,0,0,0,1,1,18,8
SVC000000307,ACC0000051,2023-05-26,2023-05,phone,rate_inquiry,0,0,0,1,39,18,8
SVC000000308,ACC0000051,2023-05-14,2023-05,app,rate_inquiry,0,0,0,1,7,18,8
SVC000000309,ACC0000051,2024-06-04,2024-06,phone,dispute_filed,0,0,1,0,25,31,19
SVC000000310,ACC0000051,2024-10-24,2024-10,phone,balance_inquiry,0,0,0,0,18,35,13
SVC000000311,ACC0000051,2024-10-15,2024-10,chat,rate_inquiry,0,0,0,1,6,35,13
SVC000000312,ACC0000051,2024-10-25,2024-10,chat,credit_limit_request,0,0,0,0,7,35,13
SVC000000313,ACC0000052,2024-01-17,2024-01,phone,balance_inquiry,0,0,0,1,17,2,1
SVC000000314,ACC0000052,2024-08-20,2024-08,app,balance_inquiry,0,0,0,1,4,9,18
SVC000000315,ACC0000052,2024-08-01,2024-08,phone,payment_inquiry,0,0,0,1,23,9,18
SVC000000316,ACC0000052,2024-08-07,2024-08,app,payment_inquiry,0,0,0,1,8,9,18
SVC000000317,ACC0000053,2024-08-18,2024-08,ivr,hardship_request,1,0,0,1,1,10,15
SVC000000318,ACC0000053,2024-09-10,2024-09,phone,credit_limit_request,0,0,0,1,17,11,0
SVC000000319,ACC0000054,2024-11-07,2024-11,app,hardship_request,1,0,0,1,8,36,15
SVC000000320,ACC0000054,2024-11-03,2024-11,phone,dispute_filed,0,0,1,1,6,36,15
SVC000000321,ACC0000055,2024-01-18,2024-01,phone,payment_inquiry,0,0,0,1,42,3,12
SVC000000322,ACC0000055,2024-01-12,2024-01,phone,payment_inquiry,0,0,0,1,39,3,12
SVC000000323,ACC0000055,2024-05-03,2024-05,phone,balance_inquiry,0,0,0,0,34,7,16
SVC000000324,ACC0000055,2024-05-13,2024-05,app,balance_inquiry,0,0,0,1,3,7,16
SVC000000325,ACC0000055,2024-05-09,2024-05,ivr,general_inquiry,0,0,0,1,5,7,16
SVC000000326,ACC0000056,2021-11-14,2021-11,phone,dispute_filed,0,0,1,1,36,2,11
SVC000000327,ACC0000056,2021-11-20,2021-11,chat,payment_inquiry,0,0,0,1,3,2,11
SVC000000328,ACC0000056,2021-12-03,2021-12,phone,balance_inquiry,0,0,0,0,32,3,19
SVC000000329,ACC0000056,2021-12-12,2021-12,ivr,rate_inquiry,0,0,0,1,2,3,19
SVC000000330,ACC0000056,2021-12-23,2021-12,app,dispute_filed,0,0,1,1,3,3,19
SVC000000331,ACC0000056,2023-08-27,2023-08,app,credit_limit_request,0,0,0,1,4,23,6
SVC000000332,ACC0000056,2023-12-24,2023-12,phone,payment_inquiry,0,0,0,1,42,27,12
SVC000000333,ACC0000056,2023-12-28,2023-12,app,dispute_filed,0,0,1,1,9,27,12
SVC000000334,ACC0000057,2023-02-19,2023-02,ivr,payment_inquiry,0,0,0,1,8,3,5
SVC000000335,ACC0000057,2023-07-20,2023-07,phone,balance_inquiry,0,0,0,1,28,8,14
SVC000000336,ACC0000057,2023-07-08,2023-07,phone,credit_limit_request,0,0,0,0,20,8,14
SVC000000337,ACC0000057,2023-09-06,2023-09,phone,payment_inquiry,0,0,0,1,36,10,18
SVC000000338,ACC0000057,2023-10-16,2023-10,phone,general_inquiry,0,0,0,1,20,11,16
SVC000000339,ACC0000057,2024-01-16,2024-01,branch,rate_inquiry,0,0,0,1,4,14,6
SVC000000340,ACC0000057,2024-01-12,2024-01,chat,fraud_report,0,0,0,1,8,14,6
SVC000000341,ACC0000057,2024-02-04,2024-02,phone,general_inquiry,0,0,0,0,41,15,0
SVC000000342,ACC0000057,2024-02-16,2024-02,app,hardship_request,1,0,0,1,9,15,0
SVC000000343,ACC0000057,2024-02-01,2024-02,chat,general_inquiry,0,0,0,1,3,15,0
SVC000000344,ACC0000058,2022-02-08,2022-02,phone,dispute_filed,0,0,1,1,5,8,12
SVC000000345,ACC0000058,2022-08-10,2022-08,phone,rate_inquiry,0,0,0,1,6,14,11
SVC000000346,ACC0000058,2022-08-21,2022-08,branch,payment_inquiry,0,0,0,1,4,14,11
SVC000000347,ACC0000058,2023-11-09,2023-11,chat,balance_inquiry,0,0,0,1,6,29,6
SVC000000348,ACC0000058,2023-11-11,2023-11,ivr,payment_inquiry,0,0,0,1,4,29,6
SVC000000349,ACC0000058,2023-11-16,2023-11,ivr,rate_inquiry,0,0,0,1,9,29,6
SVC000000350,ACC0000058,2024-05-25,2024-05,app,balance_inquiry,0,0,0,1,6,35,14
SVC000000351,ACC0000058,2024-06-24,2024-06,chat,hardship_request,1,0,0,1,9,36,17
SVC000000352,ACC0000058,2024-10-14,2024-10,phone,hardship_request,1,0,0,0,37,40,9
SVC000000353,ACC0000059,2024-09-12,2024-09,app,credit_limit_request,0,0,0,1,5,3,16
SVC000000354,ACC0000060,2024-02-09,2024-02,chat,dispute_filed,0,0,1,1,2,1,8
SVC000000355,ACC0000061,2023-03-26,2023-03,chat,balance_inquiry,0,0,0,1,6,7,1
SVC000000356,ACC0000061,2023-07-08,2023-07,phone,balance_inquiry,0,0,0,0,31,11,8
SVC000000357,ACC0000061,2023-07-19,2023-07,app,balance_inquiry,0,0,0,1,7,11,8
SVC000000358,ACC0000062,2022-05-24,2022-05,chat,general_inquiry,0,0,0,1,8,3,7
SVC000000359,ACC0000062,2023-08-15,2023-08,ivr,rate_inquiry,0,0,0,1,3,18,17
SVC000000360,ACC0000062,2023-08-24,2023-08,branch,payment_inquiry,0,0,0,1,1,18,17
SVC000000361,ACC0000062,2023-10-03,2023-10,phone,dispute_filed,0,0,1,1,38,20,8
SVC000000362,ACC0000062,2023-10-12,2023-10,chat,dispute_filed,0,0,1,1,7,20,8
SVC000000363,ACC0000062,2024-01-22,2024-01,chat,payment_inquiry,0,0,0,1,7,23,18
SVC000000364,ACC0000062,2024-01-10,2024-01,phone,fraud_report,0,0,0,1,6,23,18
SVC000000365,ACC0000062,2024-01-22,2024-01,phone,payment_inquiry,0,0,0,1,26,23,18
SVC000000366,ACC0000063,2023-03-20,2023-03,chat,balance_inquiry,0,0,0,0,6,3,17
SVC000000367,ACC0000063,2023-03-26,2023-03,chat,balance_inquiry,0,0,0,1,9,3,17
SVC000000368,ACC0000063,2023-03-14,2023-03,chat,payment_inquiry,0,0,0,1,1,3,17
SVC000000369,ACC0000063,2023-09-01,2023-09,app,balance_inquiry,0,0,0,1,8,9,1
SVC000000370,ACC0000063,2023-09-02,2023-09,chat,payment_plan_setup,0,1,0,1,5,9,1
SVC000000371,ACC0000063,2023-12-25,2023-12,app,hardship_request,1,0,0,1,4,12,4
SVC000000372,ACC0000063,2023-12-19,2023-12,chat,payment_inquiry,0,0,0,1,5,12,4
SVC000000373,ACC0000063,2024-01-04,2024-01,app,fraud_report,0,0,0,1,5,13,14
SVC000000374,ACC0000063,2024-01-14,2024-01,app,payment_plan_setup,0,1,0,1,3,13,14
SVC000000375,ACC0000063,2024-01-05,2024-01,phone,hardship_request,1,0,0,1,31,13,14
SVC000000376,ACC0000063,2024-06-20,2024-06,phone,hardship_request,1,0,0,1,28,18,8
SVC000000377,ACC0000063,2024-11-08,2024-11,chat,payment_inquiry,0,0,0,1,1,23,0
SVC000000378,ACC0000063,2024-11-08,2024-11,phone,dispute_filed,0,0,1,1,42,23,0
SVC000000379,ACC0000063,2024-11-05,2024-11,ivr,payment_plan_setup,0,1,0,1,3,23,0
SVC000000380,ACC0000063,2024-12-21,2024-12,phone,hardship_request,1,0,0,1,33,24,0
SVC000000381,ACC0000064,2022-11-25,2022-11,app,fraud_report,0,0,0,1,4,16,4
SVC000000382,ACC0000064,2022-11-11,2022-11,phone,credit_limit_request,0,0,0,1,30,16,4
SVC000000383,ACC0000064,2022-11-03,2022-11,app,balance_inquiry,0,0,0,1,9,16,4
SVC000000384,ACC0000065,2021-04-25,2021-04,app,dispute_filed,0,0,1,1,4,3,1
SVC000000385,ACC0000065,2021-04-28,2021-04,phone,general_inquiry,0,0,0,1,30,3,1
SVC000000386,ACC0000065,2021-04-21,2021-04,phone,general_inquiry,0,0,0,1,33,3,1
SVC000000387,ACC0000065,2022-01-08,2022-01,app,rate_inquiry,0,0,0,0,5,12,19
SVC000000388,ACC0000065,2022-01-11,2022-01,app,payment_plan_setup,0,1,0,1,2,12,19
SVC000000389,ACC0000065,2022-06-16,2022-06,phone,payment_inquiry,0,0,0,1,16,17,4
SVC000000390,ACC0000065,2022-06-17,2022-06,chat,fraud_report,0,0,0,1,5,17,4
SVC000000391,ACC0000065,2022-06-05,2022-06,ivr,balance_inquiry,0,0,0,1,1,17,4
SVC000000392,ACC0000065,2023-01-15,2023-01,ivr,balance_inquiry,0,0,0,1,8,24,11
SVC000000393,ACC0000065,2023-01-20,2023-01,app,payment_inquiry,0,0,0,1,9,24,11
SVC000000394,ACC0000065,2023-01-18,2023-01,chat,rate_inquiry,0,0,0,1,2,24,11
SVC000000395,ACC0000065,2023-04-10,2023-04,phone,payment_inquiry,0,0,0,1,9,27,18
SVC000000396,ACC0000065,2023-04-27,2023-04,chat,payment_inquiry,0,0,0,0,1,27,18
SVC000000397,ACC0000065,2023-06-13,2023-06,app,balance_inquiry,0,0,0,1,1,29,8
SVC000000398,ACC0000065,2023-08-21,2023-08,chat,hardship_request,1,0,0,1,6,31,16
SVC000000399,ACC0000065,2023-08-13,2023-08,app,balance_inquiry,0,0,0,1,2,31,16
SVC000000400,ACC0000065,2024-07-08,2024-07,chat,dispute_filed,0,0,1,1,6,42,15
SVC000000401,ACC0000065,2024-07-18,2024-07,chat,payment_inquiry,0,0,0,1,4,42,15
SVC000000402,ACC0000065,2024-07-19,2024-07,ivr,balance_inquiry,0,0,0,1,7,42,15
SVC000000403,ACC0000068,2022-01-02,2022-01,app,general_inquiry,0,0,0,1,4,2,3
SVC000000404,ACC0000068,2023-01-03,2023-01,phone,payment_inquiry,0,0,0,1,27,14,5
SVC000000405,ACC0000068,2023-01-06,2023-01,app,payment_inquiry,0,0,0,1,2,14,5
SVC000000406,ACC0000068,2023-05-18,2023-05,phone,payment_inquiry,0,0,0,1,8,18,9
SVC000000407,ACC0000068,2023-05-17,2023-05,app,balance_inquiry,0,0,0,1,5,18,9
SVC000000408,ACC0000068,2023-05-05,2023-05,phone,general_inquiry,0,0,0,1,44,18,9
SVC000000409,ACC0000068,2023-06-15,2023-06,phone,general_inquiry,0,0,0,0,15,19,9
SVC000000410,ACC0000068,2024-03-15,2024-03,app,payment_inquiry,0,0,0,1,7,28,10
SVC000000411,ACC0000068,2024-03-27,2024-03,chat,payment_inquiry,0,0,0,1,6,28,10
SVC000000412,ACC0000068,2024-08-11,2024-08,chat,balance_inquiry,0,0,0,1,7,33,4
SVC000000413,ACC0000068,2024-08-15,2024-08,chat,general_inquiry,0,0,0,1,8,33,4
SVC000000414,ACC0000068,2024-08-09,2024-08,app,rate_inquiry,0,0,0,1,6,33,4
SVC000000415,ACC0000068,2024-10-10,2024-10,app,general_inquiry,0,0,0,1,8,35,18
SVC000000416,ACC0000068,2024-12-12,2024-12,chat,balance_inquiry,0,0,0,1,1,37,19
SVC000000417,ACC0000069,2024-01-09,2024-01,chat,rate_inquiry,0,0,0,0,9,3,6
SVC000000418,ACC0000069,2024-03-24,2024-03,chat,credit_limit_request,0,0,0,1,7,5,0
SVC000000419,ACC0000069,2024-03-10,2024-03,app,general_inquiry,0,0,0,1,2,5,0
SVC000000420,ACC0000069,2024-05-21,2024-05,app,general_inquiry,0,0,0,1,7,7,13
SVC000000421,ACC0000069,2024-06-07,2024-06,ivr,balance_inquiry,0,0,0,1,9,8,4
SVC000000422,ACC0000069,2024-06-16,2024-06,chat,hardship_request,1,0,0,1,7,8,4
SVC000000423,ACC0000069,2024-07-03,2024-07,chat,general_inquiry,0,0,0,1,7,9,10
SVC000000424,ACC0000069,2024-08-18,2024-08,chat,rate_inquiry,0,0,0,1,2,10,9
SVC000000425,ACC0000069,2024-09-11,2024-09,app,rate_inquiry,0,0,0,1,3,11,18
SVC000000426,ACC0000069,2024-09-15,2024-09,phone,dispute_filed,0,0,1,1,27,11,18
SVC000000427,ACC0000069,2024-09-23,2024-09,phone,balance_inquiry,0,0,0,0,18,11,18
SVC000000428,ACC0000069,2024-11-18,2024-11,chat,rate_inquiry,0,0,0,1,1,13,3
SVC000000429,ACC0000069,2024-11-08,2024-11,phone,rate_inquiry,0,0,0,0,2,13,3
SVC000000430,ACC0000069,2024-12-13,2024-12,app,balance_inquiry,0,0,0,1,3,14,4
SVC000000431,ACC0000069,2024-12-05,2024-12,ivr,hardship_request,1,0,0,0,1,14,4
SVC000000432,ACC0000069,2024-12-18,2024-12,chat,general_inquiry,0,0,0,1,7,14,4
SVC000000433,ACC0000070,2022-09-15,2022-09,ivr,balance_inquiry,0,0,0,1,8,1,17
SVC000000434,ACC0000070,2022-09-16,2022-09,ivr,rate_inquiry,0,0,0,1,1,1,17
SVC000000435,ACC0000070,2022-09-03,2022-09,app,balance_inquiry,0,0,0,1,7,1,17
SVC000000436,ACC0000070,2022-12-10,2022-12,app,dispute_filed,0,0,1,1,6,4,8
SVC000000437,ACC0000070,2022-12-21,2022-12,chat,payment_inquiry,0,0,0,1,4,4,8
SVC000000438,ACC0000070,2022-12-13,2022-12,chat,general_inquiry,0,0,0,1,2,4,8
SVC000000439,ACC0000070,2023-05-05,2023-05,phone,credit_limit_request,0,0,0,1,8,9,8
SVC000000440,ACC0000070,2023-05-09,2023-05,chat,payment_inquiry,0,0,0,1,1,9,8
SVC000000441,ACC0000070,2023-05-07,2023-05,phone,payment_inquiry,0,0,0,1,22,9,8
SVC000000442,ACC0000070,2023-12-27,2023-12,ivr,rate_inquiry,0,0,0,1,6,16,10
SVC000000443,ACC0000070,2023-12-10,2023-12,app,hardship_request,1,0,0,1,2,16,10
SVC000000444,ACC0000070,2024-06-24,2024-06,chat,rate_inquiry,0,0,0,1,9,22,12
SVC000000445,ACC0000070,2024-06-02,2024-06,chat,payment_inquiry,0,0,0,1,7,22,12
SVC000000446,ACC0000071,2023-02-05,2023-02,phone,hardship_request,1,0,0,1,27,2,17
SVC000000447,ACC0000071,2023-02-21,2023-02,app,rate_inquiry,0,0,0,1,3,2,17
SVC000000448,ACC0000071,2023-07-12,2023-07,branch,payment_inquiry,0,0,0,1,8,7,12
SVC000000449,ACC0000071,2023-07-06,2023-07,chat,payment_inquiry,0,0,0,1,8,7,12
SVC000000450,ACC0000071,2024-03-22,2024-03,phone,balance_inquiry,0,0,0,1,27,15,8
SVC000000451,ACC0000071,2024-04-05,2024-04,phone,rate_inquiry,0,0,0,1,9,16,3
SVC000000452,ACC0000071,2024-04-27,2024-04,chat,balance_inquiry,0,0,0,1,3,16,3
SVC000000453,ACC0000071,2024-07-26,2024-07,phone,general_inquiry,0,0,0,1,39,19,13
SVC000000454,ACC0000071,2024-07-01,2024-07,phone,payment_inquiry,0,0,0,1,39,19,13
SVC000000455,ACC0000071,2024-07-06,2024-07,chat,payment_inquiry,0,0,0,1,1,19,13
SVC000000456,ACC0000072,2024-02-05,2024-02,phone,credit_limit_request,0,0,0,1,36,1,11
SVC000000457,ACC0000072,2024-02-13,2024-02,chat,balance_inquiry,0,0,0,0,3,1,11
SVC000000458,ACC0000072,2024-04-11,2024-04,app,balance_inquiry,0,0,0,1,5,3,10
SVC000000459,ACC0000072,2024-07-22,2024-07,chat,rate_inquiry,0,0,0,0,9,6,1
SVC000000460,ACC0000072,2024-07-07,2024-07,chat,general_inquiry,0,0,0,0,9,6,1
SVC000000461,ACC0000072,2024-07-17,2024-07,phone,balance_inquiry,0,0,0,1,8,6,1
SVC000000462,ACC0000072,2024-10-06,2024-10,phone,general_inquiry,0,0,0,1,19,9,14
SVC000000463,ACC0000072,2024-10-25,2024-10,phone,payment_inquiry,0,0,0,1,33,9,14
SVC000000464,ACC0000073,2021-12-24,2021-12,app,payment_inquiry,0,0,0,1,2,5,11
SVC000000465,ACC0000073,2021-12-18,2021-12,app,balance_inquiry,0,0,0,1,3,5,11
SVC000000466,ACC0000073,2021-12-04,2021-12,chat,dispute_filed,0,0,1,1,2,5,11
SVC000000467,ACC0000073,2023-04-08,2023-04,phone,credit_limit_request,0,0,0,0,11,21,0
SVC000000468,ACC0000073,2023-06-01,2023-06,phone,credit_limit_request,0,0,0,1,2,23,4
SVC000000469,ACC0000073,2023-06-28,2023-06,app,balance_inquiry,0,0,0,1,9,23,4
SVC000000470,ACC0000073,2023-06-08,2023-06,phone,balance_inquiry,0,0,0,1,33,23,4
SVC000000471,ACC0000073,2023-09-09,2023-09,phone,payment_inquiry,0,0,0,1,23,26,15
SVC000000472,ACC0000073,2023-09-19,2023-09,phone,credit_limit_request,0,0,0,1,10,26,15
SVC000000473,ACC0000073,2024-04-13,2024-04,app,dispute_filed,0,0,1,1,4,33,12
SVC000000474,ACC0000073,2024-05-11,2024-05,chat,credit_limit_request,0,0,0,1,7,34,4
SVC000000475,ACC0000073,2024-06-03,2024-06,app,rate_inquiry,0,0,0,0,1,35,3
SVC000000476,ACC0000073,2024-06-19,2024-06,chat,balance_inquiry,0,0,0,1,6,35,3
SVC000000477,ACC0000073,2024-08-13,2024-08,chat,balance_inquiry,0,0,0,1,3,37,0
SVC000000478,ACC0000073,2024-09-21,2024-09,phone,balance_inquiry,0,0,0,1,35,38,1
SVC000000479,ACC0000073,2024-09-20,2024-09,phone,credit_limit_request,0,0,0,1,34,38,1
SVC000000480,ACC0000073,2024-09-11,2024-09,phone,payment_inquiry,0,0,0,1,27,38,1
SVC000000481,ACC0000073,2024-11-10,2024-11,phone,balance_inquiry,0,0,0,0,7,40,2
SVC000000482,ACC0000073,2024-11-27,2024-11,phone,hardship_request,1,0,0,1,21,40,2
SVC000000483,ACC0000073,2024-11-14,2024-11,app,general_inquiry,0,0,0,1,4,40,2
SVC000000484,ACC0000074,2024-12-11,2024-12,chat,payment_inquiry,0,0,0,1,9,6,10
SVC000000485,ACC0000074,2024-12-11,2024-12,phone,credit_limit_request,0,0,0,1,9,6,10
SVC000000486,ACC0000074,2024-12-13,2024-12,phone,balance_inquiry,0,0,0,1,41,6,10
SVC000000487,ACC0000075,2021-08-16,2021-08,phone,credit_limit_request,0,0,0,1,36,1,9
SVC000000488,ACC0000075,2021-08-21,2021-08,phone,dispute_filed,0,0,1,0,27,1,9
SVC000000489,ACC0000075,2022-01-16,2022-01,chat,balance_inquiry,0,0,0,1,9,6,15
SVC000000490,ACC0000075,2022-01-21,2022-01,app,hardship_request,1,0,0,1,7,6,15
SVC000000491,ACC0000075,2022-01-10,2022-01,chat,payment_inquiry,0,0,0,1,1,6,15
SVC000000492,ACC0000075,2022-04-15,2022-04,app,payment_plan_setup,0,1,0,1,5,9,2
SVC000000493,ACC0000075,2022-04-24,2022-04,app,hardship_request,1,0,0,1,2,9,2
SVC000000494,ACC0000075,2022-04-04,2022-04,phone,credit_limit_request,0,0,0,1,28,9,2
SVC000000495,ACC0000075,2022-05-13,2022-05,phone,general_inquiry,0,0,0,1,18,10,13
SVC000000496,ACC0000075,2022-06-04,2022-06,phone,hardship_request,1,0,0,1,2,11,7
SVC000000497,ACC0000075,2022-06-04,2022-06,app,credit_limit_request,0,0,0,1,1,11,7
SVC000000498,ACC0000075,2022-07-09,2022-07,chat,credit_limit_request,0,0,0,1,2,12,10
SVC000000499,ACC0000075,2022-07-08,2022-07,phone,rate_inquiry,0,0,0,1,34,12,10
SVC000000500,ACC0000075,2022-09-14,2022-09,ivr,fraud_report,0,0,0,1,5,14,13
SVC000000501,ACC0000075,2022-09-14,2022-09,chat,rate_inquiry,0,0,0,1,8,14,13
SVC000000502,ACC0000075,2022-10-24,2022-10,chat,hardship_request,1,0,0,1,5,15,2
SVC000000503,ACC0000075,2022-10-24,2022-10,phone,payment_inquiry,0,0,0,1,24,15,2
SVC000000504,ACC0000075,2022-11-18,2022-11,app,hardship_request,1,0,0,0,5,16,12
SVC000000505,ACC0000075,2022-12-04,2022-12,phone,hardship_request,1,0,0,0,40,17,8
SVC000000506,ACC0000075,2023-02-07,2023-02,phone,rate_inquiry,0,0,0,0,15,19,0
SVC000000507,ACC0000075,2023-03-21,2023-03,phone,rate_inquiry,0,0,0,1,12,20,0
SVC000000508,ACC0000075,2023-03-12,2023-03,chat,balance_inquiry,0,0,0,1,1,20,0
SVC000000509,ACC0000075,2023-03-11,2023-03,phone,rate_inquiry,0,0,0,1,8,20,0
SVC000000510,ACC0000075,2023-05-07,2023-05,app,hardship_request,1,0,0,1,4,22,0
SVC000000511,ACC0000075,2023-05-03,2023-05,phone,hardship_request,1,0,0,1,21,22,0
SVC000000512,ACC0000076,2024-03-24,2024-03,chat,payment_inquiry,0,0,0,1,7,1,16
SVC000000513,ACC0000076,2024-03-16,2024-03,phone,payment_plan_setup,0,1,0,1,26,1,16
SVC000000514,ACC0000076,2024-07-02,2024-07,chat,balance_inquiry,0,0,0,1,5,5,5
SVC000000515,ACC0000076,2024-07-19,2024-07,phone,balance_inquiry,0,0,0,1,25,5,5
SVC000000516,ACC0000077,2023-05-05,2023-05,chat,fraud_report,0,0,0,1,1,11,1
SVC000000517,ACC0000077,2023-05-06,2023-05,app,general_inquiry,0,0,0,1,8,11,1
SVC000000518,ACC0000077,2023-05-17,2023-05,chat,rate_inquiry,0,0,0,1,6,11,1
SVC000000519,ACC0000079,2021-12-17,2021-12,app,rate_inquiry,0,0,0,1,3,1,1
SVC000000520,ACC0000079,2021-12-04,2021-12,phone,payment_inquiry,0,0,0,0,21,1,1
SVC000000521,ACC0000079,2021-12-22,2021-12,phone,balance_inquiry,0,0,0,1,7,1,1
SVC000000522,ACC0000079,2022-04-10,2022-04,ivr,general_inquiry,0,0,0,1,1,5,2
SVC000000523,ACC0000079,2022-04-19,2022-04,phone,payment_inquiry,0,0,0,1,36,5,2
SVC000000524,ACC0000079,2022-04-25,2022-04,chat,payment_inquiry,0,0,0,1,2,5,2
SVC000000525,ACC0000079,2022-07-06,2022-07,app,rate_inquiry,0,0,0,1,4,8,19
SVC000000526,ACC0000079,2022-08-17,2022-08,phone,credit_limit_request,0,0,0,1,23,9,5
SVC000000527,ACC0000079,2022-08-11,2022-08,chat,payment_inquiry,0,0,0,1,6,9,5
SVC000000528,ACC0000079,2023-01-08,2023-01,phone,dispute_filed,0,0,1,1,33,14,13
SVC000000529,ACC0000079,2023-08-02,2023-08,app,balance_inquiry,0,0,0,1,9,21,0
SVC000000530,ACC0000079,2023-08-21,2023-08,phone,payment_inquiry,0,0,0,1,30,21,0
SVC000000531,ACC0000079,2023-08-18,2023-08,ivr,payment_inquiry,0,0,0,1,1,21,0
SVC000000532,ACC0000079,2023-09-06,2023-09,phone,rate_inquiry,0,0,0,1,31,22,5
SVC000000533,ACC0000079,2023-09-01,2023-09,chat,balance_inquiry,0,0,0,1,8,22,5
SVC000000534,ACC0000079,2024-07-05,2024-07,app,general_inquiry,0,0,0,1,5,32,19
SVC000000535,ACC0000079,2024-07-24,2024-07,app,credit_limit_request,0,0,0,1,3,32,19
SVC000000536,ACC0000079,2024-12-08,2024-12,chat,payment_plan_setup,0,1,0,1,1,37,7
SVC000000537,ACC0000079,2024-12-22,2024-12,ivr,general_inquiry,0,0,0,1,6,37,7
SVC000000538,ACC0000079,2024-12-23,2024-12,branch,rate_inquiry,0,0,0,1,9,37,7
SVC000000539,ACC0000080,2021-04-07,2021-04,phone,payment_inquiry,0,0,0,1,13,1,13
SVC000000540,ACC0000080,2021-04-28,2021-04,app,credit_limit_request,0,0,0,1,9,1,13
SVC000000541,ACC0000080,2021-08-02,2021-08,phone,balance_inquiry,0,0,0,1,35,5,7
SVC000000542,ACC0000080,2021-08-20,2021-08,chat,balance_inquiry,0,0,0,1,2,5,7
SVC000000543,ACC0000080,2021-09-04,2021-09,chat,payment_inquiry,0,0,0,1,7,6,14
SVC000000544,ACC0000080,2021-09-01,2021-09,phone,general_inquiry,0,0,0,1,35,6,14
SVC000000545,ACC0000080,2021-12-25,2021-12,app,hardship_request,1,0,0,1,5,9,13
SVC000000546,ACC0000080,2021-12-03,2021-12,phone,payment_inquiry,0,0,0,1,34,9,13
SVC000000547,ACC0000080,2022-05-25,2022-05,chat,dispute_filed,0,0,1,1,8,14,12
SVC000000548,ACC0000080,2022-07-16,2022-07,chat,credit_limit_request,0,0,0,0,9,16,10
SVC000000549,ACC0000080,2022-08-19,2022-08,app,balance_inquiry,0,0,0,1,2,17,9
